"Step","MacIAC_run_0_['instructions_enabled']_20260418_231228 - Instruction_Compliance","MacIAC_run_0_['instructions_enabled']_20260418_231228 - Instruction_Compliance__MIN","MacIAC_run_0_['instructions_enabled']_20260418_231228 - Instruction_Compliance__MAX"
"107","0.9974999999999999","0.9974999999999999","0.9974999999999999"
"108","1","1","1"
"109","0.9974999999999999","0.9974999999999999","0.9974999999999999"
"110","0.9974999999999999","0.9974999999999999","0.9974999999999999"
"111","0.9974999999999999","0.9974999999999999","0.9974999999999999"
"112","1","1","1"
"113","1","1","1"
"114","0.9968750000000001","0.9968750000000001","0.9968750000000001"
"115","0.9985416666666667","0.9985416666666667","0.9985416666666667"
"116","0.9904166666666666","0.9904166666666666","0.9904166666666666"
"117","1","1","1"
"118","0.989375","0.989375","0.989375"
"119","0.995625","0.995625","0.995625"
"120","0.99625","0.99625","0.99625"
"121","0.9925","0.9925","0.9925"
"122","0.999375","0.999375","0.999375"
"123","0.9939583333333334","0.9939583333333334","0.9939583333333334"
"124","0.998125","0.998125","0.998125"
"125","1","1","1"
"126","0.9879166666666667","0.9879166666666667","0.9879166666666667"
"127","0.9904166666666666","0.9904166666666666","0.9904166666666666"
"128","0.9877083333333334","0.9877083333333334","0.9877083333333334"
"129","0.995","0.995","0.995"
"130","0.985","0.985","0.985"
"131","0.9943750000000001","0.9943750000000001","0.9943750000000001"
"132","0.999375","0.999375","0.999375"
"133","1","1","1"
"134","1","1","1"
"135","0.9987499999999999","0.9987499999999999","0.9987499999999999"
"136","0.9966666666666667","0.9966666666666667","0.9966666666666667"
"137","0.9958333333333332","0.9958333333333332","0.9958333333333332"
"138","0.9985416666666667","0.9985416666666667","0.9985416666666667"
"139","0.9960416666666667","0.9960416666666667","0.9960416666666667"
"140","0.9943749999999999","0.9943749999999999","0.9943749999999999"
"141","1","1","1"
"142","0.9983333333333334","0.9983333333333334","0.9983333333333334"
"143","0.9968750000000001","0.9968750000000001","0.9968750000000001"
"144","1","1","1"
"145","1","1","1"
"146","0.9854166666666667","0.9854166666666667","0.9854166666666667"
"147","0.9891666666666666","0.9891666666666666","0.9891666666666666"
"148","1","1","1"
"149","0.9941666666666666","0.9941666666666666","0.9941666666666666"
"150","0.9935416666666667","0.9935416666666667","0.9935416666666667"
"151","0.9920833333333334","0.9920833333333334","0.9920833333333334"
"152","0.9952083333333333","0.9952083333333333","0.9952083333333333"
"153","1","1","1"
"154","1","1","1"
"155","0.9929166666666668","0.9929166666666668","0.9929166666666668"
"156","0.9916666666666667","0.9916666666666667","0.9916666666666667"
"157","0.9939583333333334","0.9939583333333334","0.9939583333333334"
"158","0.9879166666666667","0.9879166666666667","0.9879166666666667"
"159","0.9827083333333332","0.9827083333333332","0.9827083333333332"
"160","0.995625","0.995625","0.995625"
"161","1","1","1"
"162","0.9933333333333333","0.9933333333333333","0.9933333333333333"
"163","0.9970833333333333","0.9970833333333333","0.9970833333333333"
"164","0.9970833333333333","0.9970833333333333","0.9970833333333333"
"165","0.9970833333333333","0.9970833333333333","0.9970833333333333"
"166","0.99375","0.99375","0.99375"
"167","0.9964583333333333","0.9964583333333333","0.9964583333333333"
"168","0.99625","0.99625","0.99625"
"169","1","1","1"
"170","0.9972916666666668","0.9972916666666668","0.9972916666666668"
"171","0.9885416666666665","0.9885416666666665","0.9885416666666665"
"172","0.9960416666666667","0.9960416666666667","0.9960416666666667"
"173","0.9985416666666667","0.9985416666666667","0.9985416666666667"
"174","0.9897916666666666","0.9897916666666666","0.9897916666666666"
"175","1","1","1"
"176","0.9960416666666667","0.9960416666666667","0.9960416666666667"
"177","0.9991666666666666","0.9991666666666666","0.9991666666666666"
"178","0.9966666666666667","0.9966666666666667","0.9966666666666667"
"179","1","1","1"
"180","0.9966666666666667","0.9966666666666667","0.9966666666666667"
"181","0.999375","0.999375","0.999375"
"182","0.9941666666666666","0.9941666666666666","0.9941666666666666"
"183","1","1","1"
"184","0.9972916666666666","0.9972916666666666","0.9972916666666666"
"185","0.953125","0.953125","0.953125"
"186","1","1","1"
"187","0.9933333333333333","0.9933333333333333","0.9933333333333333"
"188","0.9989583333333334","0.9989583333333334","0.9989583333333334"
"189","0.989375","0.989375","0.989375"
"190","0.9952083333333333","0.9952083333333333","0.9952083333333333"
"191","0.9970833333333333","0.9970833333333333","0.9970833333333333"
"192","0.9839583333333334","0.9839583333333334","0.9839583333333334"
"193","0.9981249999999999","0.9981249999999999","0.9981249999999999"
"194","0.9820833333333333","0.9820833333333333","0.9820833333333333"
"195","0.9995833333333333","0.9995833333333333","0.9995833333333333"
"196","0.9895833333333334","0.9895833333333334","0.9895833333333334"
"197","1","1","1"
"198","0.9977083333333333","0.9977083333333333","0.9977083333333333"
"199","1","1","1"
"200","0.9916666666666667","0.9916666666666667","0.9916666666666667"
"201","0.9991666666666666","0.9991666666666666","0.9991666666666666"
"202","1","1","1"
"203","0.9764583333333333","0.9764583333333333","0.9764583333333333"
"204","0.9679166666666666","0.9679166666666666","0.9679166666666666"
"205","0.9987499999999999","0.9987499999999999","0.9987499999999999"
"206","0.975625","0.975625","0.975625"
"207","1","1","1"
"208","0.9943750000000001","0.9943750000000001","0.9943750000000001"
"209","0.9977083333333333","0.9977083333333333","0.9977083333333333"
"210","0.981875","0.981875","0.981875"
"211","0.9797916666666667","0.9797916666666667","0.9797916666666667"
"212","0.9950000000000001","0.9950000000000001","0.9950000000000001"
"213","0.9916666666666667","0.9916666666666667","0.9916666666666667"
"214","0.9975","0.9975","0.9975"
"215","0.9979166666666667","0.9979166666666667","0.9979166666666667"
"216","0.9974999999999999","0.9974999999999999","0.9974999999999999"
"217","1","1","1"
"218","0.9979166666666667","0.9979166666666667","0.9979166666666667"
"219","0.9927083333333334","0.9927083333333334","0.9927083333333334"
"220","0.9929166666666668","0.9929166666666668","0.9929166666666668"
"221","0.9977083333333333","0.9977083333333333","0.9977083333333333"
"222","0.9954166666666667","0.9954166666666667","0.9954166666666667"
"223","0.9989583333333334","0.9989583333333334","0.9989583333333334"
"224","0.9960416666666667","0.9960416666666667","0.9960416666666667"
"225","0.9887499999999999","0.9887499999999999","0.9887499999999999"
"226","0.9854166666666666","0.9854166666666666","0.9854166666666666"
"227","0.9989583333333334","0.9989583333333334","0.9989583333333334"
"228","0.9904166666666666","0.9904166666666666","0.9904166666666666"
"229","0.9974999999999999","0.9974999999999999","0.9974999999999999"
"230","0.9893749999999999","0.9893749999999999","0.9893749999999999"
"231","0.9927083333333333","0.9927083333333333","0.9927083333333333"
"232","0.9920833333333333","0.9920833333333333","0.9920833333333333"
"233","0.9983333333333334","0.9983333333333334","0.9983333333333334"
"234","1","1","1"
"235","0.9977083333333333","0.9977083333333333","0.9977083333333333"
"236","0.9981249999999999","0.9981249999999999","0.9981249999999999"
"237","0.9975","0.9975","0.9975"
"238","0.9987499999999999","0.9987499999999999","0.9987499999999999"
"239","0.9979166666666667","0.9979166666666667","0.9979166666666667"
"240","1","1","1"
"241","0.9889583333333333","0.9889583333333333","0.9889583333333333"
"242","0.9977083333333333","0.9977083333333333","0.9977083333333333"
"243","1","1","1"
"244","0.9981249999999999","0.9981249999999999","0.9981249999999999"
"245","0.9916666666666667","0.9916666666666667","0.9916666666666667"
"246","0.9991666666666666","0.9991666666666666","0.9991666666666666"
"247","0.9952083333333333","0.9952083333333333","0.9952083333333333"
"248","1","1","1"
"249","0.995625","0.995625","0.995625"
"250","0.9974999999999999","0.9974999999999999","0.9974999999999999"
"251","0.9987499999999999","0.9987499999999999","0.9987499999999999"
"252","0.9939583333333332","0.9939583333333332","0.9939583333333332"
"253","0.9987499999999999","0.9987499999999999","0.9987499999999999"
"254","0.9929166666666666","0.9929166666666666","0.9929166666666666"
"255","0.9972916666666668","0.9972916666666668","0.9972916666666668"
"256","0.9977083333333333","0.9977083333333333","0.9977083333333333"
"257","0.98875","0.98875","0.98875"
"258","0.9916666666666666","0.9916666666666666","0.9916666666666666"
"259","1","1","1"
"260","0.995","0.995","0.995"
"261","0.9922916666666666","0.9922916666666666","0.9922916666666666"
"262","0.9989583333333334","0.9989583333333334","0.9989583333333334"
"263","0.995625","0.995625","0.995625"
"264","0.9979166666666667","0.9979166666666667","0.9979166666666667"
"265","0.9968750000000001","0.9968750000000001","0.9968750000000001"
"266","0.9862500000000001","0.9862500000000001","0.9862500000000001"
"267","0.9968750000000001","0.9968750000000001","0.9968750000000001"
"268","0.9939583333333334","0.9939583333333334","0.9939583333333334"
"269","0.995625","0.995625","0.995625"
"270","0.9958333333333332","0.9958333333333332","0.9958333333333332"
"271","0.9979166666666667","0.9979166666666667","0.9979166666666667"
"272","0.9977083333333333","0.9977083333333333","0.9977083333333333"
"273","0.9989583333333334","0.9989583333333334","0.9989583333333334"
"274","0.9987499999999999","0.9987499999999999","0.9987499999999999"
"275","1","1","1"
"276","0.9977083333333333","0.9977083333333333","0.9977083333333333"
"277","0.9933333333333333","0.9933333333333333","0.9933333333333333"
"278","1","1","1"
"279","0.9952083333333333","0.9952083333333333","0.9952083333333333"
"280","0.99125","0.99125","0.99125"
"281","0.9958333333333335","0.9958333333333335","0.9958333333333335"
"282","0.9989583333333334","0.9989583333333334","0.9989583333333334"
"283","0.9956250000000001","0.9956250000000001","0.9956250000000001"
"284","1","1","1"
"285","0.9977083333333333","0.9977083333333333","0.9977083333333333"
"286","0.9952083333333333","0.9952083333333333","0.9952083333333333"
"287","0.9970833333333333","0.9970833333333333","0.9970833333333333"
"288","0.9950000000000001","0.9950000000000001","0.9950000000000001"
"289","0.9958333333333335","0.9958333333333335","0.9958333333333335"
"290","0.9987499999999999","0.9987499999999999","0.9987499999999999"
"291","0.9974999999999999","0.9974999999999999","0.9974999999999999"
"292","0.9964583333333334","0.9964583333333334","0.9964583333333334"
"293","0.9987499999999999","0.9987499999999999","0.9987499999999999"
"294","0.9954166666666667","0.9954166666666667","0.9954166666666667"
"295","0.9966666666666666","0.9966666666666666","0.9966666666666666"
"296","0.9952083333333334","0.9952083333333334","0.9952083333333334"
"297","0.9975","0.9975","0.9975"
"298","0.9987499999999999","0.9987499999999999","0.9987499999999999"
"299","0.9972916666666666","0.9972916666666666","0.9972916666666666"
"300","0.995","0.995","0.995"
"301","0.9887500000000001","0.9887500000000001","0.9887500000000001"
"302","0.9920833333333334","0.9920833333333334","0.9920833333333334"
"303","0.9977083333333333","0.9977083333333333","0.9977083333333333"
"304","0.9972916666666668","0.9972916666666668","0.9972916666666668"
"305","0.9987499999999999","0.9987499999999999","0.9987499999999999"
"306","0.9933333333333333","0.9933333333333333","0.9933333333333333"
"307","0.9962499999999999","0.9962499999999999","0.9962499999999999"
"308","0.9900000000000001","0.9900000000000001","0.9900000000000001"
"309","0.9964583333333333","0.9964583333333333","0.9964583333333333"
"310","0.9933333333333333","0.9933333333333333","0.9933333333333333"
"311","0.9922916666666667","0.9922916666666667","0.9922916666666667"
"312","0.9954166666666667","0.9954166666666667","0.9954166666666667"
"313","0.9966666666666667","0.9966666666666667","0.9966666666666667"
"314","0.9954166666666667","0.9954166666666667","0.9954166666666667"
"315","0.9989583333333334","0.9989583333333334","0.9989583333333334"
"316","0.9941666666666666","0.9941666666666666","0.9941666666666666"
"317","0.9977083333333333","0.9977083333333333","0.9977083333333333"
"318","0.99625","0.99625","0.99625"
"319","1","1","1"
"320","1","1","1"
"321","0.9947916666666666","0.9947916666666666","0.9947916666666666"
"322","0.9989583333333334","0.9989583333333334","0.9989583333333334"
"323","0.9933333333333333","0.9933333333333333","0.9933333333333333"
"324","0.9977083333333333","0.9977083333333333","0.9977083333333333"
"325","0.9960416666666667","0.9960416666666667","0.9960416666666667"
"326","1","1","1"
"327","0.9939583333333334","0.9939583333333334","0.9939583333333334"
"328","0.99625","0.99625","0.99625"
"329","0.995","0.995","0.995"
"330","0.9933333333333333","0.9933333333333333","0.9933333333333333"
"331","1","1","1"
"332","0.9947916666666666","0.9947916666666666","0.9947916666666666"
"333","1","1","1"
"334","0.9987499999999999","0.9987499999999999","0.9987499999999999"
"335","0.9966666666666667","0.9966666666666667","0.9966666666666667"
"336","0.9979166666666667","0.9979166666666667","0.9979166666666667"
"337","0.9974999999999999","0.9974999999999999","0.9974999999999999"
"338","0.9979166666666667","0.9979166666666667","0.9979166666666667"
"339","0.9975","0.9975","0.9975"
"340","0.9974999999999999","0.9974999999999999","0.9974999999999999"
"341","0.9974999999999999","0.9974999999999999","0.9974999999999999"
"342","0.9975","0.9975","0.9975"
"343","0.993125","0.993125","0.993125"
"344","0.9968750000000001","0.9968750000000001","0.9968750000000001"
"345","0.9974999999999999","0.9974999999999999","0.9974999999999999"
"346","0.9972916666666666","0.9972916666666666","0.9972916666666666"
"347","0.9966666666666667","0.9966666666666667","0.9966666666666667"
"348","0.9906250000000001","0.9906250000000001","0.9906250000000001"
"349","0.9968750000000001","0.9968750000000001","0.9968750000000001"
"350","0.9925","0.9925","0.9925"
"351","0.9974999999999999","0.9974999999999999","0.9974999999999999"
"352","0.9979166666666668","0.9979166666666668","0.9979166666666668"
"353","0.9979166666666667","0.9979166666666667","0.9979166666666667"
"354","1","1","1"
"355","0.9989583333333334","0.9989583333333334","0.9989583333333334"
"356","0.993125","0.993125","0.993125"
"357","0.9985416666666667","0.9985416666666667","0.9985416666666667"
"358","0.9989583333333334","0.9989583333333334","0.9989583333333334"
"359","0.9958333333333332","0.9958333333333332","0.9958333333333332"
"360","0.99625","0.99625","0.99625"
"361","0.9964583333333333","0.9964583333333333","0.9964583333333333"
"362","0.9968750000000001","0.9968750000000001","0.9968750000000001"
"363","0.995","0.995","0.995"
"364","0.9979166666666667","0.9979166666666667","0.9979166666666667"
"365","0.9935416666666667","0.9935416666666667","0.9935416666666667"
"366","1","1","1"
"367","0.9966666666666667","0.9966666666666667","0.9966666666666667"
"368","0.9954166666666667","0.9954166666666667","0.9954166666666667"
"369","0.9947916666666666","0.9947916666666666","0.9947916666666666"
"370","0.9972916666666668","0.9972916666666668","0.9972916666666668"
"371","0.9952083333333333","0.9952083333333333","0.9952083333333333"
"372","0.9931249999999999","0.9931249999999999","0.9931249999999999"
"373","0.9929166666666666","0.9929166666666666","0.9929166666666666"
"374","0.9885416666666665","0.9885416666666665","0.9885416666666665"
"375","0.9954166666666667","0.9954166666666667","0.9954166666666667"
"376","0.9974999999999999","0.9974999999999999","0.9974999999999999"
"377","0.9945833333333334","0.9945833333333334","0.9945833333333334"
"378","0.998125","0.998125","0.998125"
"379","0.9972916666666668","0.9972916666666668","0.9972916666666668"
"380","0.9941666666666666","0.9941666666666666","0.9941666666666666"
"381","0.9985416666666667","0.9985416666666667","0.9985416666666667"
"382","0.9920833333333334","0.9920833333333334","0.9920833333333334"
"383","0.9966666666666666","0.9966666666666666","0.9966666666666666"
"384","0.9925","0.9925","0.9925"
"385","0.9987499999999999","0.9987499999999999","0.9987499999999999"
"386","0.9968750000000001","0.9968750000000001","0.9968750000000001"
"387","0.9952083333333334","0.9952083333333334","0.9952083333333334"
"388","0.9966666666666667","0.9966666666666667","0.9966666666666667"
"389","0.9989583333333334","0.9989583333333334","0.9989583333333334"
"390","0.9966666666666667","0.9966666666666667","0.9966666666666667"
"391","0.9933333333333333","0.9933333333333333","0.9933333333333333"
"392","0.9968750000000001","0.9968750000000001","0.9968750000000001"
"393","0.99625","0.99625","0.99625"
"394","0.9904166666666666","0.9904166666666666","0.9904166666666666"
"395","1","1","1"
"396","0.998125","0.998125","0.998125"
"397","0.99625","0.99625","0.99625"
"398","0.9968750000000001","0.9968750000000001","0.9968750000000001"
"399","0.9954166666666667","0.9954166666666667","0.9954166666666667"
"400","0.9943749999999999","0.9943749999999999","0.9943749999999999"
"401","0.995","0.995","0.995"
"402","0.9977083333333333","0.9977083333333333","0.9977083333333333"
"403","0.9997916666666667","0.9997916666666667","0.9997916666666667"
"404","0.9977083333333333","0.9977083333333333","0.9977083333333333"
"405","0.9987499999999999","0.9987499999999999","0.9987499999999999"
"406","0.9908333333333333","0.9908333333333333","0.9908333333333333"
"407","0.995","0.995","0.995"
"408","0.9920833333333333","0.9920833333333333","0.9920833333333333"
"409","0.9968750000000001","0.9968750000000001","0.9968750000000001"
"410","0.9972916666666668","0.9972916666666668","0.9972916666666668"
"411","0.9941666666666666","0.9941666666666666","0.9941666666666666"
"412","0.9966666666666667","0.9966666666666667","0.9966666666666667"
"413","0.9966666666666667","0.9966666666666667","0.9966666666666667"
"414","1","1","1"
"415","0.9987499999999999","0.9987499999999999","0.9987499999999999"
"416","0.995","0.995","0.995"
"417","0.9987499999999999","0.9987499999999999","0.9987499999999999"
"418","0.9914583333333332","0.9914583333333332","0.9914583333333332"
"419","1","1","1"
"420","0.99625","0.99625","0.99625"
"421","0.9958333333333332","0.9958333333333332","0.9958333333333332"
"422","0.9918750000000002","0.9918750000000002","0.9918750000000002"
"423","0.995625","0.995625","0.995625"
"424","0.9939583333333334","0.9939583333333334","0.9939583333333334"
"425","0.9933333333333333","0.9933333333333333","0.9933333333333333"
"426","0.9941666666666666","0.9941666666666666","0.9941666666666666"
"427","0.9968750000000001","0.9968750000000001","0.9968750000000001"
"428","0.9956250000000001","0.9956250000000001","0.9956250000000001"
"429","0.9989583333333334","0.9989583333333334","0.9989583333333334"
"430","0.9977083333333333","0.9977083333333333","0.9977083333333333"
"431","0.9943750000000001","0.9943750000000001","0.9943750000000001"
"432","0.9975","0.9975","0.9975"
"433","0.9987499999999999","0.9987499999999999","0.9987499999999999"
"434","0.9964583333333333","0.9964583333333333","0.9964583333333333"
"435","0.9929166666666666","0.9929166666666666","0.9929166666666666"
"436","0.9964583333333333","0.9964583333333333","0.9964583333333333"
"437","0.9912500000000001","0.9912500000000001","0.9912500000000001"
"438","0.9989583333333334","0.9989583333333334","0.9989583333333334"
"439","0.9954166666666667","0.9954166666666667","0.9954166666666667"
"440","0.9968750000000001","0.9968750000000001","0.9968750000000001"
"441","0.9941666666666665","0.9941666666666665","0.9941666666666665"
"442","0.9975","0.9975","0.9975"
"443","0.9989583333333334","0.9989583333333334","0.9989583333333334"
"444","0.9989583333333334","0.9989583333333334","0.9989583333333334"
"445","1","1","1"
"446","0.9964583333333333","0.9964583333333333","0.9964583333333333"
"447","0.9977083333333333","0.9977083333333333","0.9977083333333333"
"448","0.9977083333333333","0.9977083333333333","0.9977083333333333"
"449","0.9962499999999999","0.9962499999999999","0.9962499999999999"
"450","1","1","1"
"451","0.9910416666666667","0.9910416666666667","0.9910416666666667"
"452","0.9968750000000001","0.9968750000000001","0.9968750000000001"
"453","0.999375","0.999375","0.999375"
"454","0.9979166666666667","0.9979166666666667","0.9979166666666667"
"455","0.9977083333333333","0.9977083333333333","0.9977083333333333"
"456","0.9977083333333333","0.9977083333333333","0.9977083333333333"
"457","0.9954166666666667","0.9954166666666667","0.9954166666666667"
"458","0.9947916666666666","0.9947916666666666","0.9947916666666666"
"459","0.9966666666666667","0.9966666666666667","0.9966666666666667"
"460","0.9979166666666667","0.9979166666666667","0.9979166666666667"
"461","0.9914583333333334","0.9914583333333334","0.9914583333333334"
"462","0.9987499999999999","0.9987499999999999","0.9987499999999999"
"463","0.9989583333333334","0.9989583333333334","0.9989583333333334"
"464","0.9977083333333333","0.9977083333333333","0.9977083333333333"
"465","0.9945833333333334","0.9945833333333334","0.9945833333333334"
"466","0.9987499999999999","0.9987499999999999","0.9987499999999999"
"467","0.9943749999999999","0.9943749999999999","0.9943749999999999"
"468","0.9989583333333334","0.9989583333333334","0.9989583333333334"
"469","0.9979166666666667","0.9979166666666667","0.9979166666666667"
"470","0.995","0.995","0.995"
"471","0.9929166666666668","0.9929166666666668","0.9929166666666668"
"472","0.9954166666666667","0.9954166666666667","0.9954166666666667"
"473","0.9968750000000001","0.9968750000000001","0.9968750000000001"
"474","0.9966666666666667","0.9966666666666667","0.9966666666666667"
"475","0.99375","0.99375","0.99375"
"476","0.9985416666666667","0.9985416666666667","0.9985416666666667"
"477","0.9987499999999999","0.9987499999999999","0.9987499999999999"
"478","0.9977083333333333","0.9977083333333333","0.9977083333333333"
"479","1","1","1"
"480","0.9962499999999999","0.9962499999999999","0.9962499999999999"
"481","1","1","1"
"482","1","1","1"
"483","0.9952083333333334","0.9952083333333334","0.9952083333333334"
"484","0.9989583333333334","0.9989583333333334","0.9989583333333334"
"485","0.9985416666666667","0.9985416666666667","0.9985416666666667"
"486","0.9977083333333333","0.9977083333333333","0.9977083333333333"
"487","0.9964583333333333","0.9964583333333333","0.9964583333333333"
"488","1","1","1"
"489","0.9970833333333333","0.9970833333333333","0.9970833333333333"
"490","0.9933333333333335","0.9933333333333335","0.9933333333333335"
"491","0.9958333333333332","0.9958333333333332","0.9958333333333332"
"492","0.9960416666666666","0.9960416666666666","0.9960416666666666"
"493","0.9979166666666667","0.9979166666666667","0.9979166666666667"
"494","0.9989583333333334","0.9989583333333334","0.9989583333333334"
"495","0.9964583333333333","0.9964583333333333","0.9964583333333333"
"496","0.9995833333333334","0.9995833333333334","0.9995833333333334"
"497","0.9975","0.9975","0.9975"
"498","0.9974999999999999","0.9974999999999999","0.9974999999999999"
"499","0.9975","0.9975","0.9975"
"500","0.9964583333333333","0.9964583333333333","0.9964583333333333"
"501","0.9966666666666667","0.9966666666666667","0.9966666666666667"
"502","0.9979166666666667","0.9979166666666667","0.9979166666666667"
"503","0.9979166666666667","0.9979166666666667","0.9979166666666667"
"504","0.9964583333333334","0.9964583333333334","0.9964583333333334"
"505","0.9935416666666668","0.9935416666666668","0.9935416666666668"
"506","0.9974999999999999","0.9974999999999999","0.9974999999999999"
"507","0.995625","0.995625","0.995625"
"508","0.9939583333333334","0.9939583333333334","0.9939583333333334"
"509","0.9947916666666666","0.9947916666666666","0.9947916666666666"
"510","0.9977083333333333","0.9977083333333333","0.9977083333333333"
"511","0.9987499999999999","0.9987499999999999","0.9987499999999999"
"512","0.9947916666666666","0.9947916666666666","0.9947916666666666"
"513","0.9989583333333334","0.9989583333333334","0.9989583333333334"
"514","0.9895833333333334","0.9895833333333334","0.9895833333333334"
"515","0.9985416666666667","0.9985416666666667","0.9985416666666667"
"516","0.995","0.995","0.995"
"517","0.995625","0.995625","0.995625"
"518","1","1","1"
"519","0.9975","0.9975","0.9975"
"520","0.9966666666666666","0.9966666666666666","0.9966666666666666"
"521","0.9954166666666667","0.9954166666666667","0.9954166666666667"
"522","0.9977083333333333","0.9977083333333333","0.9977083333333333"
"523","0.9979166666666667","0.9979166666666667","0.9979166666666667"
"524","0.9966666666666667","0.9966666666666667","0.9966666666666667"
"525","0.9927083333333333","0.9927083333333333","0.9927083333333333"
"526","0.9977083333333333","0.9977083333333333","0.9977083333333333"
"527","0.9927083333333333","0.9927083333333333","0.9927083333333333"
"528","0.9943749999999999","0.9943749999999999","0.9943749999999999"
"529","0.9893749999999999","0.9893749999999999","0.9893749999999999"
"530","0.9943749999999999","0.9943749999999999","0.9943749999999999"
